1000, -113, 0.000000, 1.000000
1000, -97, -56.531150, 1.000000
1000, -118, -40.670252, 1.000000
1000, -5, -33.445662, 1.000000
1000, -116, -10.522584, 1.000000
1000, -6, -13.087716, 1.000000
1000, -98, -3.882976, 1.000000
1000, -114, -5.477232, 1.000000
1000, -10, -6.841297, 1.000000
1000, -9, -2.578864, 1.000000
1000, -7, 0.042347, 1.000000
1000, -122, 1.681178, 1.000000
1000, -114, -0.607687, 1.000000
1000, -2, -1.889271, 1.000000
1000, -113, -0.236853, 1.000000
1000, -7, -1.274652, 1.000000
1000, -106, -0.121554, 1.000000
1000, -106, -0.860142, 1.000000
1000, -110, -1.385692, 1.000000
1000, -117, -1.051780, 1.000000
1000, -97, -0.657671, 1.000000
1000, -96, -1.584419, 1.000000
1000, -11, -2.274276, 1.000000
1000, -111, -2.073465, 1.000000
1000, -111, -1.682133, 1.000000
1000, -110, -2.887323, 1.000000
1000, -13, -2.344980, 1.000000
1000, -97, -1.708849, 1.000000
1000, -113, -2.658900, 1.000000
1000, -8, -2.226729, 1.000000
1000, -110, -0.118245, 1.000000
1000, -9, 0.567996, 1.000000
1000, -112, 1.034360, 1.000000
1000, -118, -0.012624, 1.000000
1000, -8, 0.618832, 1.000000
1000, -107, 1.241594, 1.000000
1000, -108, 1.960698, 1.000000
1000, -115, 1.252066, 1.000000
1000, -7, 0.444911, 1.000000
1000, -7, 1.138545, 1.000000
1000, -113, 1.561975, 1.000000
1000, -110, 0.612964, 1.000000
1000, -9, -0.239165, 1.000000
1000, -15, 1.709677, 1.000000
1000, -116, 1.993476, 1.000000
1000, -10, 0.691192, 1.000000
1000, -9, 0.921653, 1.000000
1000, -110, 2.560200, 1.000000
1000, -119, 1.412877, 1.000000
1000, -96, -0.098189, 1.000000
1000, -110, 0.380877, 1.000000
1000, -110, -0.802152, 1.000000
1000, -116, -0.407889, 1.000000
1000, -114, -1.569330, 1.000000
1000, -110, -2.783425, 1.000000
1000, -4, -2.213254, 1.000000
1000, -114, -1.544349, 1.000000
1000, -98, -2.609709, 1.000000
1000, -112, -3.554993, 1.000000
1000, -9, -3.006720, 1.000000
1000, -96, -0.827284, 1.000000
1000, -5, -1.577513, 1.000000
1000, -102, -1.002268, 1.000000
1000, -113, -0.377355, 1.000000
1000, -112, 0.134896, 1.000000
1000, -115, -0.779327, 1.000000
1000, -13, -0.064842, 1.000000
1000, -97, 2.279133, 1.000000
1000, -6, 1.842327, 1.000000
1000, -9, 2.528617, 1.000000
1000, -12, 3.373769, 1.000000
1000, -7, 3.821045, 1.000000
1000, -6, 4.187179, 1.000000
1000, -116, 4.321618, 1.000000
1000, -108, 2.751280, 1.000000
1000, -104, 1.359667, 1.000000
1000, -112, 1.690114, 1.000000
1000, -8, 0.329444, 1.000000
1000, -15, 0.704789, 1.000000
1000, -113, 0.629141, 1.000000
1000, -115, 0.623176, 1.000000
1000, -117, -0.628257, 1.000000
1000, -107, -0.442392, 1.000000
1000, -93, -1.481924, 1.000000
1000, -12, -2.492255, 1.000000
1000, -97, -2.351680, 1.000000
1000, -109, -3.623662, 1.000000
1000, -1, -3.476294, 1.000000
1000, -108, -2.969244, 1.000000
1000, -117, -2.707638, 1.000000
1000, -14, -2.452312, 1.000000
1000, -97, -0.621186, 1.000000
1000, -116, 0.105212, 1.000000
1000, -109, 0.721198, 1.000000
1000, -115, -0.148247, 1.000000
1000, -8, -0.982745, 1.000000
1000, -13, -0.218998, 1.000000
1000, -95, 0.208885, 1.000000
1000, -113, 0.967033, 1.000000
1000, -110, 1.483413, 1.000000
1000, -98, 0.628149, 1.000000
1000, -109, -0.079286, 1.000000
1000, -15, -1.005774, 0.995000
1000, -108, -0.439056, 0.990025
1000, -120, -1.135795, 0.985075
1000, -117, -0.681995, 0.980150
1000, -119, -1.376622, 0.975249
1000, -112, -2.251194, 0.970373
1000, -98, -1.313372, 0.965521
1000, -106, -1.697094, 0.960693
1000, -115, -2.339879, 0.955890
1000, -117, -1.507121, 0.951110
1000, -112, -1.861806, 0.946355
1000, -8, -2.413764, 0.941623
1000, -19, -1.386587, 0.936915
1000, -110, -0.762118, 0.932230
1000, -122, 0.118202, 0.927569
1000, -10, 0.898634, 0.922931
1000, -6, 2.157067, 0.918316
